Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\FragPipe\ThyDIA\10ngK5\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ngK5_DWP_2.raw	E:\FragPipe\ThyDIA\10ngHela\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ng_DWP_2.raw	E:\FragPipe\ThyDIA\10ngHela\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ng_DWP_1.raw	E:\FragPipe\ThyDIA\10ngK5\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ngK5_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_6.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_4.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_5.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_8.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_6.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_8.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_4.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_7.raw
O14818	O14818		PSMA7		1.52304e+06	1.23653e+06	1.28892e+06	1.48428e+06	1.40498e+06	1.48857e+06	1.46957e+06	1.55791e+06	1.55808e+06	1.41968e+06	1.45701e+06	1.3603e+06	1.58833e+06	1.41972e+06	1.59155e+06	1.37789e+06	1.37538e+06	1.49831e+06	1.48157e+06	1.4168e+06
O14828	O14828		SCAMP3		252801	406204	421525	284384	394402	418202	357765	395573	443872	606753	331568	592004	399078	512120	433977	647392	604599	635503	570478	524641
O14841	O14841		OPLAH		210200		26053.2	175965	475026	422390	604772	475559	512550		423414		478204		620357					
O14867	O14867		BACH1		4630.49		3031.67	4664.63																
O14880	O14880		MGST3					7620.86			6755.81													
O14893	O14893		GEMIN2		38596.4	18786.9	23725.7	56157.9			140139		84965.3								5643.9			
O14907	O14907		TAX1BP3		14663.2	114623	103842	15486.6						78731.1		82827.3		89284.8		86724.9		93360.8	90313.7	67862.5
O14908	O14908		GIPC1		102355	177066	181875	92820.9	120561	98206.9	92247.1	99257	109417	152450	98494.8	143506	75876.5	181613	101821	217244	154141	174999	203340	197624
O14920	O14920		IKBKB		24731	35223	41923.7	21975.9																
O14925	O14925		TIMM23		124870	22241.9	57584.6	157623	104735	81476.2	204760	80629.2	40234.5		203006		187803		178051			48373.4		
O14929	O14929		HAT1		819061	398723	404463	734132	790399	784468	792505	768156	657921	387537	779743	382282	760351	434663	745022	416086	358173	406835	362929	359483
O14936	O14936		CASK		154008	136505	118197	123231		143277				676766	166764	566872		562030	153406	730333	383776	373047	608601	595647
O14949	O14949		UQCRQ		803445	1.04644e+06	1.00758e+06	783091	302302	242499	284076	343358	282957	285092	324073	346062	242162	296326	299778	274358	317630	333054	315164	397242
O14950	O14950		MYL12B		837509	926157	719121	671948	828470	835124	932798	924757	799216	845793	801792	861793	712961	867666	826356	764997	899229	888360	812416	946067
O14964	O14964		HGS		192317	136300	135037	207597	151370	165922	148488	143209	154711	122262	148460	138078	174099	143883	143034	139337	120646	124507	124954	92939.1
O14965	O14965		AURKA		81126.5	39623.7	35793	70846.8	41817.8	88227.3			46814.9		57852		58380.3		58370.3					
O14972	O14972		VPS26C		12612.9	11753	10684.2	10342.7																
O14974	O14974		PPP1R12A		297686	272812	264250	289564	278836	265083	266211	292776	236458	311431	285267	262833	262215	266074	243586	273663	314387	318359	322640	288979
O14975	O14975		SLC27A2		52883.6	784478	752275	52820.7						780440		798420		784819		814096	813573	818808	773353	841469
O14976	O14976		GAK		63963.9	41044	37808.3	65804.3	86622.5	100673	90459.1	79579.3	91281.8		95980.6		98478.6		86491.7				24803	
O14979	O14979		HNRNPDL		6.88436e+06	3.35779e+06	3.78516e+06	6.71944e+06	5.73524e+06	5.91028e+06	5.82382e+06	6.00343e+06	5.72319e+06	3.46849e+06	5.86413e+06	3.64148e+06	5.95225e+06	3.59414e+06	5.86056e+06	3.71674e+06	3.56164e+06	2.81938e+06	3.54605e+06	3.57755e+06
O14980	O14980		XPO1		676911	552583	576163	658887	779335	774371	790617	828484	819351	625748	772654	632646	758198	633049	771954	646072	657513	671717	658229	651499
O14981	O14981		BTAF1		31482.2	31137.3	27658.1	23961.7		17011.7				26211.3					42508.1		39092.9		28537.8	25355.5
O15014	O15014		ZNF609		30503.7	11339.2		29037.6		28437.3	21925													
O15020	O15020		SPTBN2		41039.4	120159	118902	37554.6						51369		57756.5		67341.5		71104		73088.3	74584.6	
O15027	O15027		SEC16A		191892	279367	294222	169111	199838	197138	196068	207889	182669	285448	199451	294558	229859	275506	198391	285050	323479	259544	264450	252131
O15031	O15031		PLXNB2		20764.7	44201.5	52721	25334.2						129029		61823.5		108286		85004.9	115204		108988	
O15042	O15042		U2SURP		362625	174150	176764	358315	347579	358282	345293	370972	344502	134430	344529	165275	351206	136703	341512	110656	158213	105859	122780	134227
O15047	O15047		SETD1A		32781.8	21611.7	19836.3	28645.3		21841.5	17870.8	56258.4							16551.1					
O15067	O15067		PFAS		547343	524460	533214	552471	516387	521920	575771	550599	545379	467150	578539	457651	592555	408961	583089	467153	463970	458733	498301	485703
O15084	O15084		ANKRD28		86852.3	70861.9	69624	90757	126597	89236.4	101194	132332	108944	28918.6	113220		109134		66094.9					
O15091	O15091		PRORP		91014.6	197004	157293	68821.6																
O15111	O15111		CHUK		72922.2	85304.7	83879.8	53077.1						307795										
O15116	O15116		LSM1		161644	256283		222836	410608							390399		500212						446359
O15118	O15118		NPC1		40431.9	120015	112014	39800.8	294723	250605			289444	238638		251905		246942		238977	214901	248282	244421	242759
O15119	O15119		TBX3			25889.2	25673.6																	
O15126	O15126		SCAMP1		95631.3	84700.8	87043.8	101522	77889.8	400797		105907	172724	640729		530054	63769.8			646330		538868		
O15127	O15127		SCAMP2		147135	167431	170830	137019	147008	145574	136832	129310	135928	227092	152737	240279	144103	217059	144302	175620	209205	225846	183004	180510
O15143	O15143		ARPC1B		253608	300914	310646	263284	337640	347620	354465	331381	329437	398084	348634	395228	361159	368967	365431	384086	395016	369405	381657	373981
O15144	O15144		ARPC2		277872	547107	612502	320597	244098	219480	270022	235992	258604	458919	271698	522320	232793	446567	253225	476686	456991	505045	502023	499423
O15145	O15145		ARPC3		670464	846779	974664	760857	544585	609444	631075	584990	602885	713026	579623	527083	575526	710074	526186	618622	688359	825085	908939	924587
O15156	O15156		ZBTB7B		25245.3	45571.4	44589	23465.9																
O15160	O15160		POLR1C		237132	197986	246497	216120	214858	284347	219888	193493	235402	140325	253302	157034	201572	151358	214132	181763	150811	168685	164522	168415
O15164	O15164		TRIM24		86845.3	77125.9	77553.4	94063	181511	218156	223512				213949		219179		169654					
O15173	O15173		PGRMC2		148683	572393	585072	137276	149666	159867	196455	154254	135563	526880	208497	476902	192394	534625	201056	554192	522989	489859	577011	498764
O15182	O15182		CETN3		38463.5	14794.4	9956.37	42723.7			35365.4				28979.3		41622							
O15212	O15212		PFDN6		371034	192293	148821	397455	587884	588245	555847	581109	579977	348378	518849	350706	549191	362401	556495	325209	368915	330944	353650	338404
O15213	O15213		WDR46		74480.2	83719.3	89557.7	61296.1							347887						233823	293732		
O15226	O15226		NKRF		1.13691e+06	611144	585314	1.08843e+06	943133	907897	946158	1.01432e+06	915324	373627	945153	489746	930376	388545	944306	414888	533485	492371	428278	460822
O15228	O15228		GNPAT		60558.1	75587	71851.6	61982.1	126745	88590.4		103031	66710.2	52053.5		81025.2	78150.7		99539.2				24362.7	
O15230	O15230		LAMA5			87430	77696																	
O15231	O15231		ZNF185			15751.7	13625.7																	
O15234	O15234		CASC3		28715.2	32360.5	32073.6	29181.1																
O15235	O15235		MRPS12		74191.4	81746.7	82638.9	64617.4				80449.8												
O15247	O15247		CLIC2		246079	54000.4	54759.8	235183	208676	200486	213752	214332	149744		192412		182554		204172					
O15258	O15258		RER1		45979.9	148122	184197	49013.3					31254.1	72422	31859.7	115153	21875.2	58746.9			54687.3	44191.9		95836.2
O15260	O15260		SURF4		102621	738788	794127	75553.2	37299.4		84878.6			218418	101517	174130	98399.1	166304	109481	128118	623960	548340	609034	616552
O15269	O15269		SPTLC1		184424	161372	120279	190197	183881	269024	230804	236719	320445		208073		216357		246900					
O15270	O15270		SPTLC2		59846.1	51429	46246.5	57495.4	40783.7	40093.2	45263.4	39081.7	45132.7		32981.2	43631.2	32052.7	28825.8	26722.3			38579.9		24080.8
O15294	O15294		OGT		149686	121905	120908	149134	229136	201286	214771	196535	223341	158253	199979	133394	215276	125818	203215	101037	166330	146240	131773	141497
O15305	O15305		PMM2		216026	341371	339429	214013	331613	252284	354328	220608	246074	408385	242174	448095	234654	440404	236822	483356	470385	474022	451846	466664
O15318	O15318		POLR3G		10043.7			13837.3																
O15321	O15321		TM9SF1		24643	66601.3	72792	29117.6						173060		178583		211308			66685.3		190510	148097
O15347	O15347		HMGB3		281290	566511	549587	265220	381540	363686	343706	367621	335237	626622	370522	668513	371172	606959	345377	602486	639654	568269	651358	623033
O15355	O15355		PPM1G		1.03835e+06	865910	868042	992537	1.18449e+06	1.18273e+06	1.17911e+06	1.18987e+06	1.18257e+06	908404	1.15695e+06	903896	1.25274e+06	871530	1.19462e+06	886002	959921	927794	967919	955849
O15357	O15357		INPPL1		67633.3	145410	138451	68367.9		77652.5	20356			146101	31705.3	71249.5				255507	168118	173973	85336.7	108694
O15371	O15371		EIF3D		624388	558332	540733	624385	716712	780615	667799	708240	717540	687836	653957	691787	706793	684104	696747	700439	652945	789361	691407	574259
O15372	O15372		EIF3H		519958	443084	431431	553789	514604	510288	506629	496617	523832	419877	485778	417070	509116	472786	517653	427673	425079	396985	412817	410329
O15379	O15379		HDAC3		25614.6	22615.6	17917.5	26703.2			17929.6													
O15381	O15381		NVL		82662.6	77138.8	73599.6	79998	128774	95366.3	80206.2	97692.3	95753.9	110535	89348.4		84228.9	100671	100373	116455		137704	123963	100554
O15382	O15382		BCAT2		91567.7	138174	150160	79527.9	102798	82315.1	100286	96812.6	94142	149552	70706.4	152485	92163.3	149100	83349.4	126899	135067	163724	145786	163958
O15392	O15392		BIRC5		10622.3			34948.2																
O15397	O15397		IPO8		154791	149090	151461	133383	278514	326246	271631	236126	272320	229511	270299	236862	270962	269911	268383	256211	188740	270994	288486	264749
O15400	O15400		STX7		117434	56212.9	90338.9	111341	191908	159712	192660	145404	194562	271620	197365	260756	180950		198238					
O15427	O15427		SLC16A3			649814	614816							442262		532832		437270		504558	564096	417451	499684	507887
O15431	O15431		SLC31A1			40335.3	59691.7	10727.6																
O15438	O15438		ABCC3		24183	46457.1	29365.5	16249.5																
O15439	O15439		ABCC4		95048.3	84022	66716.4	89539.3	246378	330016			253066						134580				322024	
O15446	O15446		POLR1G		165026	219017	203740	177264		100383		158116	156800	283599	236576	316138	123209	335442				322047	311543	322851
O15460	O15460		P4HA2		3234.61	7876.66	13274.9	7293.44																
O15479	O15479		MAGEB2		645642			600652	910145	943461	741879	886518	920787		760175		915029		753029					
O15498	O15498		YKT6		78544.9	96688.6	98930.2	77351.6	143475	123717	97797.9	121371	108702	137605	104011	163912	140922	121561	122580	129525	123044	144069		118379
O15504	O15504		NUP42		56627.2	45513.9	47215.3	54030.6		129584														
O15511	O15511		ARPC5		334118	476823	518309	296987	474179	476653	403972	465596	447116	490987	431375	547681	446217	560480	431264	583625	549477	573806	624360	445321
O15530	O15530		PDPK1		65006.3	45089	48552.7	67351.1																
O15533	O15533		TAPBP			239224	236118							237639		222677		171807		226701	228328	244019	263750	261223
O15541	O15541		RNF113A		89750.3	76620.4	70658	81658.7	208985	173315	195039	197911	237563	245980	215209	215785	227075	230664	170398	172983			161653	176250
O15550	O15550		KDM6A		23898.4	10638.9		22296.4							18149.5									
O43143	O43143		DHX15		1.2302e+06	1.33897e+06	1.3009e+06	1.30776e+06	1.10646e+06	1.15113e+06	1.2101e+06	1.23126e+06	1.27708e+06	1.43453e+06	1.21417e+06	1.42821e+06	1.20408e+06	1.41135e+06	1.16926e+06	1.41361e+06	1.30704e+06	1.40916e+06	1.32116e+06	1.33642e+06
O43148	O43148		RNMT		194950	217800	217800	182849	226013	245880	203001	238146	241502	199451	217357	170478	231932	189921	239549	174434	194896	145525	209137	190572
O43156	O43156		TTI1		77376.8	59045.8	55914.5	73827.3	214008	157660	232626	210637	174173		205091		229571		160261	66719.1	50098.1		112538	80660.4
O43159	O43159		RRP8		192448	212376	191808	203753	292073	310510	292938	293558	283830	369002	238164	358548	235483	315112	280276	360732	278724	346782	319742	351686
O43164	O43164		PJA2		57326.2	13248.1	33558.7	53941.5		214431		37487					87876.9							
O43169	O43169		CYB5B		83579.5	663349	666980	86953	54087.7	72085.6	71434.9	65399.4	50339.1	368782	71088.4	388537	54654.1	374453	36824.9	318135	423004	492702	333780	432198
O43172	O43172		PRPF4		347207	222261	227439	283142	468990	474459	451896	512372	421184	450163	466739	441669	465855	402381	451457	409276	459251	404637	424394	421568
O43175	O43175		PHGDH		678835	3.44926e+06	3.45279e+06	730264	782772	765654	766234	801184	792627	3.47911e+06	759561	3.42971e+06	790201	3.53199e+06	780185	3.47544e+06	3.41264e+06	3.51106e+06	3.43822e+06	3.53988e+06
O43181	O43181		NDUFS4		48625.6	46453.1	33810.8	47728			47116.6			115293		88999.4				120000	87715.2	60709.1		105776
O43182	O43182		ARHGAP6		31164.1			34000.8	19554.6	26616.3	17782.7	27634.9	23798.4		9482.84									
O43236	O43236		SEPTIN4		68959.4			66479.3	63857.4	68533.5	78664.2	62087.5	61983.8		63069.6		68615.4		67962.1					
O43237	O43237		DYNC1LI2		108126	211101	213587	109172	295123	194615	310296	242550	185558	346914	203480	370798	165149	379859	226137	352588	395605	403954	366095	345693
O43242	O43242		PSMD3		1.01934e+06	811831	823575	1.00133e+06	1.16273e+06	1.18315e+06	1.24285e+06	1.16379e+06	1.18471e+06	789159	1.16341e+06	872048	1.19492e+06	902318	1.19947e+06	842430	874158	818123	864640	881944
O43252	O43252		PAPSS1		160015	166998	162495	197879	209903		241906		204183		183184		222834			157653		99056.3	75413	
O43264	O43264		ZW10		54896.6	40759.3	38578.7	62779.6	118949	119662	125728	101407	138054	114652	174912	76253.7	149628	109843	119018	80150.6		126719	107235	131621
O43286	O43286		B4GALT5		21949.9	294928	274747	17808.4		17183.5		12888.9		229363		179219	16688.2	201449		211849	197765	190980	237140	192497
O43290	O43290		SART1		617475	402316	390024	532775	686626	676690	624654	682227	635438	386850	639399	392405	659131	407370	702146	386286	378315	410245	429929	396835
O43292	O43292		GPAA1		128171	181273	199770		139905			326601		378335		349887		337160		367941	391665	373019	365548	360676
O43293	O43293		DAPK3		9729.87	16807.9	22597.4	9627.78																
O43299	O43299		AP5Z1					4233.46																
O43314	O43314		PPIP5K2		208362	121630	112031	203717	276154	175903	231591	175575	259220		163062		268098		258216					
O43318	O43318		MAP3K7		30572.6	11490	15285.6	36461.7																
O43324	O43324		EEF1E1		259235	307193	299463	206127	315149	321968	299704	331376	303796	329622	287695	310755	298789	297899	310152	293303	293859	284144	305047	291429
O43390	O43390		HNRNPR		2.21723e+06	2.42341e+06	2.30346e+06	2.0358e+06	2.28896e+06	2.18292e+06	2.1149e+06	2.20821e+06	2.12744e+06	2.11792e+06	2.15974e+06	2.08484e+06	2.20034e+06	2.09527e+06	2.11434e+06	2.06934e+06	2.22724e+06	2.1884e+06	2.26199e+06	2.05129e+06
O43395	O43395		PRPF3		251423	305986	285400	247560	359402	324440	350396	357832	317867	413429	303579	450990	339158	407658	362198	418280	431588	450951	460879	423692
O43396	O43396		TXNL1		784696	754513	760623	714815	626035	657151	654210	665999	675566	547766	655189	541514	612975	664259	673168	630057	633962	653834	660353	635275
O43399	O43399		TPD52L2		724901	1.22027e+06	1.17009e+06	685465	843859	823483	809568	866047	837485	1.4193e+06	844232	1.34799e+06	823970	1.38805e+06	844673	1.42608e+06	1.45477e+06	1.41294e+06	1.50033e+06	1.3139e+06
O43402	O43402		EMC8		346688	239147	242556	356362	657921	650553	703729	606353	664187	383006	728464	361326	789357	256554	884009	454206	410969	386606	534963	448856
O43414	O43414		ERI3		140309	86302	87753.5	163880	261586	305031	232341	269430	295617		289040		272187	216828	261152	164753	226160		225207	
O43422	O43422		THAP12		17869.8	18691.1	16421	15449.9																
O43432	O43432		EIF4G3		33717.4	35858.2	35310.3	16023.5	30941.9															
O43447	O43447		PPIH		676680	244878	245144	636878	599000	592024	547782	607221	596278	225309	598456	208134	578537	178928	606087	208266	188496	210922	195155	201131
O43463	O43463		SUV39H1		392564	452514	429241	378468	354943		384961	429541		706527	426868	754086	347229	690899	413079	778767		706038		798406
O43464	O43464		HTRA2		101326	117664	111012	96610.5	203058	119041	146349	183761	173795		129666	136948	171204		132432		193583	169349	115812	206595
O43482	O43482		OIP5		112532		27856.7	93774.5	59317.5			94099.9	83759.6				109484		76101.5					
O43488	O43488		AKR7A2		242342	252853	258941	340024	323585	283534	357064	345307	316161	288351	299615	295980	286909	202150	327052	274518	298240	294296	320379	304260
O43491	O43491		EPB41L2		542007	587012	597827	529162	615561	603060	530930	550768	507590	495491	570150	577113	585888	746397	593286	622931	523741	506771	575712	512959
O43493	O43493		TGOLN2		33852.9	91934.6	89459	34542.5		38012				69574.8		61166.6		60658.6	40950.9	69273.5	78259.2	51992.8	58500.7	56325.9
O43502	O43502		RAD51C		10522		3517.16	3506.67																
O43504	O43504		LAMTOR5		136301	25386.4	35700.7	130152	200371	172728	207877	208436	188231	73894	200471	53273.5	202129	38057.8	206884	82356.9	65878.6	46519.9	59642.5	45977.5
O43505	O43505		B4GAT1			24078.2	23298.2																	
O43583	O43583		DENR		302961	351077	354051	275034	415491	426843	401728	394687	432120	405649	423848	433314	397429	403093	397977	378175	439159	452402	414427	444343
O43592	O43592		XPOT		134759	188075	188603	122838	145138	148145	146631	149738	130165	248909	151848	245721	132905	246903	144884	255121	240677	223649	218884	228226
O43598	O43598		DNPH1		256245	170339	165275	224604	677442	597621	462636	546180	637964	523833	465903	515149	562578	499072	559425	585980	468805	516649	634525	400230
O43615	O43615		TIMM44		363512	299185	276920	311739	433385	422910	435385	425412	452756	390287	422779	397536	442528	389447	420497	384959	385854	386914	389369	376621
O43617	O43617		TRAPPC3		463596	276533	268812	463318	427112	412535	433289	420214	416663	223761	458266	223666	462382	226263	451265	209445	204876	196864	178613	209432
O43633	O43633		CHMP2A		368468	458403	439917	396982	442335	487555	473381	403255	488265	510840	478394	591849	462205	569067	470645	567866	485648	557091	518989	485465
O43639	O43639		NCK2		104286		192976	107826			100732		140157								254503			
O43660	O43660		PLRG1		104329	96939.6	95205.7	106352	128505	107175	130630	90668.4	107020	82309.4	119743	71629.9	105032	82588.3	93793	87873.4	100897	73718.1	105182	63262.8
O43663	O43663		PRC1		178691	124290	118610	174177	187199	206940	189894	197461	228207	148639	195232	127118	202529	84024.6	209993	114740	121785	111239	139558	98726.2
O43665	O43665		RGS10		148418	37115.4	43498.4	143537	95123.3	130273	127216	116621	110053		96314.8		95883.7		102326					
O43670	O43670		ZNF207		2.21234e+06	1.74145e+06	1.8126e+06	1.96473e+06	3.11275e+06	3.21671e+06	3.18228e+06	3.24633e+06	3.08275e+06	2.83769e+06	2.98264e+06	2.57599e+06	3.11022e+06	2.79814e+06	2.98781e+06	2.87303e+06	2.97312e+06	2.77033e+06	2.772e+06	2.82333e+06
O43674	O43674		NDUFB5		184212	299898	227404	222205	309729	476108		390313	432544	267885	266861	925553	336870		232247	1.10833e+06			316663	
O43676	O43676		NDUFB3		119175	274731	297702	132512	100536	102012	89832.4	201864		194756	76314.5	316061	164712	302476	173404	310674	298089	259254	318607	189893
O43678	O43678		NDUFA2		313809	421708	379316	293621	389763	367784	324654	376412	330095	391972	367153	338528	379461	330175	347984	343938	368576	332586	407399	343978
O43681	O43681		GET3		274901	416766	419232	244998	205693	207204	229495	242223	243927	396406	234254	385307	260737	372660	246479	389609	416990	404213	424337	383242
O43683	O43683		BUB1		139810	190909		135503	219252	232817	300774	268340	359936		359729		247771	488387	264390	267409				
O43684	O43684		BUB3		828992	557492	575174	769271	617201	612841	616261	625721	581444	355102	577598	357933	607956	363282	596723	376700	350886	356762	395113	373098
O43688	O43688		PLPP2			69000.7	67795.7																	
O43707	O43707		ACTN4		1.84086e+06	1.70021e+06	1.66678e+06	1.80589e+06	1.88266e+06	1.8465e+06	1.88836e+06	1.89351e+06	1.85069e+06	1.75798e+06	1.87803e+06	1.86169e+06	1.88026e+06	1.8974e+06	1.81639e+06	1.85598e+06	1.84596e+06	1.91644e+06	1.86178e+06	1.90783e+06
O43708	O43708		GSTZ1		31851.7	89252.4	82267.1	27772.5		7301.88	18128.6			65750.4	14733.3	80350.7		66012.9		53107.9	92474.7	65742.5	60668.9	52137.1
O43709	O43709		BUD23		46381.5	22296.3	26854.4	53126																
O43715	O43715		TRIAP1		81310.8	55857.6	62782.9	91163	59253.9		52575.3	57801.4	62426.6		56759.2		52707.6		59420.1	36739.5				
O43716	O43716		GATC		22860.3	6254.05	11908.2	25045.1	39374	38827.6	42746.6	25722.7	45240.2				51834.5							
O43719	O43719		HTATSF1		347204	421735	429595	318146	428490	419842	403904	402601	417555	460292	422278	517601	430540	450622	400476	462514	484359	423856	496737	464576
O43747	O43747		AP1G1		978865	1.30452e+06	1.23753e+06	793748	1.17935e+06	1.23736e+06	1.10066e+06	1.15398e+06	1.25031e+06	1.24041e+06	1.09387e+06	1.20887e+06	1.2073e+06	1.26321e+06	1.09684e+06	1.315e+06	1.13658e+06	1.22627e+06	1.27357e+06	1.16281e+06
O43752	O43752		STX6		21544.6	14490.2	14302.8	17668.2	34132.9	26565.9			20175.7		13464				20463.8					
O43760	O43760		SYNGR2		319776	202379	234438	348063	404792	374943	395761	379062	402968	201268	408460	283182	420395	238073	411170	282918	227046	215252	296778	213990
O43765	O43765		SGTA		716438	320761	336614	677727	504159	487856	532830	499905	423943	201923	521209	218661	519802	377757	507987	206760	205408	213752	204711	204037
O43766	O43766		LIAS		8415.51			9654.54																
O43768	O43768		ENSA		1.52266e+06	1.08466e+06	1.03692e+06	1.41354e+06	1.19781e+06	1.10564e+06	1.24397e+06	1.14475e+06	1.32033e+06	995291	1.25546e+06	924857	1.31428e+06	1.07247e+06	1.25234e+06	939078	919146	771099	865488	914183
O43772	O43772		SLC25A20		56733.1	116991	120022	57800.6	91869.7		82593.8			40345.4		96324.7				53073.2			91954	104882
O43776	O43776		NARS1		718015	706090	668498	722667	867034	808900	805935	817026	903723	939797	797977	1.01758e+06	799466	984777	822293	942042	887673	1.01157e+06	904434	919145
O43795	O43795		MYO1B			49856.3	46126.6																	
O43805	O43805		SSNA1		11230			8304.02																
O43808	O43808		SLC25A17		73857	39921.7	42615.1	68702	75734.2	81622.3	73004.8	73197.6	63882.9	71866.3	63871.3	56005.9	74157.8		95588.7					50704.3
O43809	O43809		NUDT21		377019	420705	397043	392211	466061	386070	441114	393798	398827	560694	494556	538448	496681	679362	480767	561770	652683	670918	656603	620058
O43813	O43813		LANCL1		193263	638256	650627	168849	259227	251027	232824	225605	232495	738992	270312	640547	267338	632220	233734	621541	711167	599647	669799	665450
O43815	O43815		STRN		147436	130364	103241	142014	108468	138512	127363	157286	179100	72348.6	103632		101173		115910		148052	147370	63597.5	85178.6
O43818	O43818		RRP9		270990	198973	188880	241621	295660	258649	278391	279110	250197	224025	267377	219393	276743	221276	252450	243342	246121	209436	197169	239252
O43819	O43819		SCO2		38189.3	58628.2	60958.1	31063.2	28565.9		25483.7	36579.7	47967.6	56021.7				59061.7	32191.3	57899.3	56757.8	50381.6		48209
O43823	O43823		AKAP8		127404	144250	128639	116767	185665	157609	172807	187739	175296	144608	153950	220105	130859	200320	137742	153398	181381	211867	174986	188177
O43824	O43824		GTPBP6		8659.32	28812	26880.4	9278.26																
O43837	O43837		IDH3B		166846	216046	190673	155492	172274	157373	174568	139492	134809	129505	180438	132890	153814	158249	171906	80994.3	153608	120383	140512	139720
O43847	O43847		NRDC		860794	431489	361575	1.01442e+06	999254	1.00767e+06	928981	1.0117e+06	1.0079e+06	358233	1.07728e+06	345164	1.00783e+06	423259	966256	346828	394863	396880	415305	378226
