Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_8.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_6.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_8.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_6.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_blk.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_blk2.raw
O75367	O75367		MACROH2A1		465118	502349	451482	455634	402568	432097	451219	483973	452667	453924	467567	454538	544549	512792	506611	524415	506868	550573	538939	557737	537943	546510	553177	534489		
O75369	O75369		FLNB		290011	285949	287071	288576	285516	281799	286293	283926	288336	279723	286283	284283	276359	273663	270398	271202	270362	270359	278405	273960	282513	284345	288492	288815		
O75390	O75390		CS		550913	540221	584963	515345	532389	555410	540391	678510	558399	480820	580141	554539	533505	555878	590362	541632	530511	545326	520159	542686	473324	499426	520467	485489		
O75396	O75396		SEC22B		89891.6	79935.2	92432.3	89328.1	82115.1	83414.8	90434.8	70322.3	82566.1	79583	80128.9	77129.6	72428.4	73425.2	74819.7	76237	71262.2	73243.3	73738.6	70579.8	78285.4	75309.7	83733.2	77498.1		
O75439	O75439		PMPCB		45651.9	54615.5	39765	48500.6	36283.4	47225.9	45931.9	46007.5	49593.9	52400.3	49978.1	54470	58640.5	51564.5	55613.7	56089.4	46634.2	53493.3	53144.4	52954.6	43290.2	47302.8	45148.8	42711		
O75477	O75477		ERLIN1		22141.6	20651.4	21397.5	21153.2	18466	18718.2	19089.2	18878.8	19079.6	19623.5	19778.3	17189.5	18124.2	20336.8	16310.2	18652.9	19148.4	18904.8	19120.3	18930.8	21671.3	18083.2	21197.6	22630.5		
O75489	O75489		NDUFS3		49271.1	33754.9	49521.1	44165.7	45955.8	39941.5	51516.4	47009.4	47051.3	51760.2	46044.4	40112.6	24255	23104.2	26588.8	26775.2	25024.8	20318.9	24305.6	25003.3	38965.7	37242	32834.1	35548.1		
O75531	O75531		BANF1		168388	165821	167753	171954	158778	164449	166939	148360	165940	157269	155618	143465	173470	171272	175255	171697	179762	171669	178031	168244	173872	162657	179126	167905		
O75533	O75533		SF3B1		53121.6	56254.4	54993.1	56179.6	52813.6	53274.3	53838.1	54435.4	50105.5	51754.4	56504.2	56761.3	48792.2	54171.3	53687.1	52662.9	51908.4	56159.7	53821.2	51454.8	52133.8	55743.1	52511.1	48078.8		
O75534	O75534		CSDE1		44454.7	42247.7	43017.8	38405.7	38503	37002.8	41461	34292.2	42270.8	40296.7	35100.5	36752.2	39780.6	37643	36663	35774.7	37108.1	37775.4	35904.4	35208.2	35359.5	33696.9	32158.1	33587.9		
O75607	O75607		NPM3		55175.6	65088	61334.5	52379.7	60082.2	55708	61127.2	50820.1	53476.8	46780.9	52431	47820	48489.5	47994.6	43647.9	50793.8	59981.1	52483.9	52295.4	46790.9	62771.6	66060.2	52904.7	60321.6		
O75643	O75643		SNRNP200		81341.7	70650.9	82211.8	86308.3	79330.5	62117	81558.6	74297.1	77259.3	75207.6	76202.6	74611.6	74011.3	73500.9	72555.6	74880.9	77309.6	68359.8	69734.5	68632.4	76713.9	77458	77849.3	84252.1		
O75746	O75746		SLC25A12		5993.05	5322.67	8702.66	6753.01	6297.22	5201.15	7248.67	6804.51	5138.31	6143.95	8480.93	8093	5000.91	5817.37	8654.99	8100.02	5942.89	5566.36	4596.45	6018.07	8989.08	7364.47	8940.54	5094.39		
O75821	O75821		EIF3G		62624.4	69650.7	62249.3	66074.2	63795.2	61269.4	61759.4	70093.9	64393.6	70050.7	67054.8	67211.6	56205.4	64237.4	65270.1	62108.8	66521.1	62457.6	60226	63953.4	64414.5	70052.3	64584	65298		
O75822	O75822		EIF3J		89204.4	100496	98336.3	95685	98127.1	88111.7	95534.4	73647.2	86218.8	94123.6	77682.3	73893	108743	106747	111244	105251	99929.2	91268.1	103393	112618	89091.4	82555.8	86956.9	87215.7		
O75828	O75828		CBR3		104993	108559	88179.6	96817	88974.1	82243.8	97366.1	97769.2	99223.5	100116	95316	85405.5	104966	106339	109274	94359.3	110631	104076	99497.1	98564.1	94434.4	97327	97881.5	100803		
O75874	O75874		IDH1		178483	176094	206963	184382	197785	162416	170168	200397	186348	190033	176643	177605	207678	196174	196606	198121	190163	195257	202765	197857	198349	181584	196060	196997		
O75947	O75947		ATP5PD		140216	155428	132326	126461	164893	150877	158286	117133	141882	119089	122702	118219	118815	101193	102513	108359	110859	105540	104578	114026	143817	125176	123527	127083		
O75955	O75955		FLOT1		39803.9	40936.3	36876.3	38984.5	34344.1	34350.4	36508.3	37877.8	35871.1	36956.3	34815.1	35497.4	36257.8	38216.2	38579	37718	37234.5	39685.4	38956.4	42773.7	38299	33978.2	39613.3	33334.1		
O75964	O75964		ATP5MG		145038	144785	148207	136827	141080	145607	143174	145385	131007	147827	148865	157592	141722	137140	153057	146914	149542	137256	147054	157443	151646	157001	160210	157010		
O76003	O76003		GLRX3		53797.4	59165.6	54218	57350.9	60027.1	60213.6	61455.7	52291.8	56536.6	54479.6	52987	52014	58388.8	53209.7	57641.4	54049	57177	57327.3	56533	55881.9	57762.4	58015.9	57655.8	62149.4		
O76021	O76021		RSL1D1		142170	141475	143938	142725	140173	143049	146328	134173	139149	142187	135634	128427	130351	137325	132518	130076	136324	135208	132391	135123	143975	134144	139804	148679		
O76094	O76094		SRP72		4244.46	1922.42	3644.66	3776.4	3056.13	5726.66	4085.37	4526.83	2983.97		4169.34	3160.95	4622.88	5301.27	3947.6					3888.78	4275.6	4440.87		2759.12		
O94776	O94776		MTA2		29015.1	29074.1	28959.3	26205.6	28835	28953.6	28713.4	27245.2	27514.8	27477.9	30681.5	29392.8	27860.6	29765.5	25239.7	25915.5	26254.7	28047.1	26112.6	23808.3	22498.7	29182	24102.7	19914.8		
O95232	O95232		LUC7L3		30541.7	29120.6	37143.2	37185.4	29974.3	30766.2	37824.4	25228	40288.3	27450.6	29746.6	31904.8	22542	24614	23059.2	25760.1	21301.2	21179.2	25687.6	25342.2	31222.9	27586.8	29549	36857.5		
O95292	O95292		VAPB		585735	564667	610509	634215	652139	651798	654765	754766	600255	684409	700835	709924	725980	675724	732396	660880	723159	690632	698887	651529	757696	710492	749495	755072		
O95336	O95336		PGLS		112170	109026	130559	118906	120130	102390	120757	109400	114538	111329	112218	107884	120985	111038	116632	117604	113587	112224	115696	110075	113138	121995	114656	118691		
O95347	O95347		SMC2		27929.9	34614.5	28509	31334.4	26509.1	24395.4	30128.4	24789.5	29576.8	30318.7	20964.4	24517.4	26870.2	26007.7	30113.4	28021.5	27456.4	28016.8	28787.5	24606.3	32589.8	35679.5	36126	32791.2		
O95373	O95373		IPO7		109434	111712	107146	111850	113663	113560	112008	101468	105367	105956	113180	113018	120218	117376	117826	116861	121861	120978	113274	125979	98947.1	116012	108713	107167		
O95399	O95399		UTS2		888907	969334	955258	923912	843174	855459	940559	627945	883494	665367	657317	647375	853629	861697	863753	857181	882749	865889	864672	848571	871309	972073	879425	874485		
O95433	O95433		AHSA1		31574.2	29531.1	31996.3	31968.5	35702.5	34200.9	31207.3	30342.7	36611.5	36395.3	36427.5	38877.7	38218.7	32300.8	31951.4	35369.2	35167.8	27635.6	42259.9	34622	36629.6	31487.9	30877.8	27200.6		
O95571	O95571		ETHE1		11594.6	10031.5	11620.3	11510.6	11994.1	12250.2	10196.8	11101.3	13243.1	11535.8	13132.3	10493.1	11918.7	12156.3	14378.9	14260	14918.5	12674.4	13109.7	12130.1	12249.5	11942.6	10826.1	11303.7		
O95678	O95678		KRT75						553126						267458							110860						519154		
O95747	O95747		OXSR1		72668.3	74841.8	67574.8	74022.6	63194.1	71267.9	69985.8	68122	74763.4	70453.4	69224.6	69140.3	65230.1	60680.6	61395.4	61601.2	67074.9	62755.2	61343.4	61726.1	78940.6	71038.6	97139.7	95870		
O95816	O95816		BAG2		54164.9	56237.6	57473.7	55244.4	54689	53461.8	54715.1	65121.3	53513.1	61928.6	59623.3	62781.9	64096.2	61425.7	61107.9	64809.5	59487.1	65375.8	62731.1	61503.1	54641.1	52054.2	57211.1	60524.5		
O95831	O95831		AIFM1		92562.6	101733	94143.1	97140.9	100446	91138.4	93907.5	86811.9	90322.5	83430.9	85492.8	85086.1	90992.6	90698.1	89816.8	89008.6	90665.4	86185.5	84842.7	86255.2	89501.1	88726.2	86586.9	91856.3		
O95881	O95881		TXNDC12		28656.5	35446.8	26706.8	34884	32342.2	33021.8	34388.3	24485	34579.5	26534.8	24333.7	27801.8	32267.4	29125	28216.7	29195.6	31395.1	28997.7	28389.3	33547	32895.9	32164.6	35292	31132.8		
O96000	O96000		NDUFB10		24394.5	20690.7	21966.3	23300.1	9766.9	17891.1	18839.8	17066.6	22016.3	20051.5	25330.6	22780	19771.4	19327.7	20526.7	25073.9	25063.1	18274.5	24081.3	20079.4	18595.4	18798.1	18386.5	16442		
P00338	P00338		LDHA		2.28315e+06	2.21852e+06	2.35271e+06	2.31927e+06	2.32038e+06	2.28177e+06	2.25281e+06	2.30528e+06	2.39613e+06	2.31488e+06	2.36337e+06	2.29438e+06	2.2603e+06	2.22378e+06	2.27244e+06	2.26299e+06	2.27751e+06	2.1671e+06	2.26862e+06	2.22913e+06	2.55067e+06	2.46141e+06	2.44404e+06	2.47281e+06		
P00366	P00366		GLUD1		103908	99104.6	96188.2	106123	80596.4	83103.9	83230	71851	88460.8	74840	76451.7	80896.8	83077.8	87996.7	85187.7	84928.4	87638.4	81691.3	89588.8	87378	69321.3	83983.2	80083.9	73993		
P00387	P00387		CYB5R3		48368.2	52836	48859.6	47029.1	48668.3	46007.3	45630.1	45689.1	52149.4	37198.1	49074.6	43589.1	50319.4	46614.8	48350.2	48940.5	45592.3	44868.4	49082.5	46488.5	36356.5	35977.5	42220.4			
P00403	P00403		MT-CO2		185522	192827	184334	182991	186369	188556	191235	200939	179708	205243	197249	194929	197063	197326	188036	185948	188379	192733	183681	195518	180094	180008	175769	183777		
P00441	P00441		SOD1		105834	111487	114572	108513	116169	112478	115585	148868	109855	144768	139931	131397	108923	121268	115999	117181	119265	129250	120252	125733	156186	142002	142109	153307		
P00492	P00492		HPRT1		66817.7	59451	70196.9	69592.2	52270.3	60206.6	59640	50090.7	59857.1	52306.6	48868.9	56275.2	67618.4	62470.6	63775.8	68847.4	61258	62232.1	72642.3	61814.9	62821.1	69728.5	65654	59224.9		
P00505	P00505		GOT2		252257	244161	252361	253915	231648	238322	248246	237881	238611	244848	253089	250102	247226	245161	248938	253861	256766	244787	269705	245115	220561	244175	247776	237059		
P00558	P00558		PGK1		740031	718836	721384	715586	735921	710050	726346	738737	715814	737163	721062	719629	676478	672479	676355	678513	680320	676146	686088	686727	755257	736106	719043	765393		
P00568	P00568		AK1		246134	213133	233172	232939	271127	254389	238911	165405	251982	179946	175731	171041	254146	256596	243900	234266	242214	250072	253063	255408	212970	217377	220297	207262		
P00761	P00761				1.03181e+06	1.14091e+06	1.00139e+06	958651	878187	953137	1.08989e+06	1.2884e+06	966245	1.18983e+06	1.34848e+06	1.27001e+06	1.44543e+06	1.37859e+06	1.44081e+06	1.43171e+06	1.42219e+06	1.47256e+06	1.48223e+06	1.47736e+06	1.35352e+06	1.31135e+06	1.31767e+06	1.27208e+06		
P00966	P00966		ASS1		923124	922779	902844	904410	910732	956118	930790	1.01972e+06	947904	972214	987414	975024	979974	967433	969647	969772	988901	984454	973466	991971	987404	976450	978270	984251		
P01023	P01023		A2M		92949.8	91336.4	88297.4	91394.6	88783.3	90791.9	103622	133415	96532.4	129403	123643	130149	117895	118944	114575	108800	113813	114345	119575	117619	106352	105829	102751	93521.2		
P01024	P01024		C3		214473	227030	215954	216500	217462	233008	221483	248673	235431	254860	273910	248747	263159	268971	270641	268502	271221	267364	277635	264375	260454	241605	261502	263234		
P01111	P01111		NRAS			58714.2	60959.7	62199.2	62075.8	62896.2	62845.5	35242	60731.9	35751.6	31109.3	33621.4	40387.2	31319.9	31294.4	27869.9	33224.6	30342.5	30920.2	34392.4	35573.6	31438.7	32786.8	32158.4		
P02100	P02100		HBE1		107747	120646	88536.1	116049	108495	115165	111754	131667	115373	134619	148221	140193	125834	125638	120856	116472	124051	125937	135140	139128	142067	126051	125777	137072		
P02538	P02538		KRT6A					62083.3																						
P02545	P02545		LMNA		630827	634041	635553	642653	632569	636486	624697	683465	655724	684321	694214	689299	678633	663007	675708	656835	667362	666131	668881	655299	673942	659465	662272	669311		
P02765	P02765		AHSG		644568	684204	621849	548777	828384	861199	773750	1.08789e+06	756683	1.11055e+06	964976	966917	685270	756617	705794	665454	769174	727429	701401	712412	1.15452e+06	1.01916e+06	937827	1.05863e+06		
P02769	P02769		ALB		732826	764695	706087	722423	780940	748238	749483	833555	783844	777110	814610	806113	779842	788453	799860	810169	794735	812745	800453	801355	873736	824758	812550	845001		
P02786	P02786		TFRC		548814	528471	538139	548665	538437	543156	523417	671475	542688	670747	698880	670604	628838	613909	613240	614582	631282	620184	619792	622532	663709	659309	660061	666532		
P02795	P02795		MT2A		101653	102994	99752	97647.1	103866	102813	107487	96231.3	106783	94534.9	95372.6	97167.2	121503	125646	117871	133398	123297	121982	124156	129441	118722	129674	124031	123959		
P04040	P04040		CAT		105134	96700.5	100112	92057	101970	99396.1	94748.5	100726	101218	97675.1	92086.5	94338.6	85961.9	89023.6	89679	88617.1	87700.5	92208.8	87282.7	89240.4	85271.6	92221.1	95353.2	91938.4		
P04075	P04075		ALDOA		1.04572e+06	1.04642e+06	1.04012e+06	1.02193e+06	979254	995541	995881	995561	1.00058e+06	1.03104e+06	1.06588e+06	988422	1.10355e+06	1.05422e+06	1.10016e+06	1.06448e+06	1.07608e+06	1.0674e+06	1.06715e+06	1.07101e+06	1.07599e+06	1.05584e+06	1.05117e+06	1.07574e+06		
P04080	P04080		CSTB		97425.4	117553	99139.1	118107	114643	121129	113218	103050	98102.9	115696	97404.5	97612.4	117904	119883	114530	124454	111636	118840	112883	121106	133292	120324	122350	129268		
P04083	P04083		ANXA1		335370	339210	346434	337276	342157	341474	341034	392515	332470	400384	380631	393601	412954	394039	403423	397226	395016	397849	392971	406845	406696	399761	396078	411488		
P04179	P04179		SOD2		106492	101778	96803.5	103404	104262	109649	106440	117640	110444	117448	117412	113515	124700	103976	109140	107944	115487	114019	113740	113361	104063	108058	111241	106864		
P04264	P04264		KRT1		52100.7	50489	52108.4	49495.4	49414.4	47542.8	49897	32344.8	50100.7	31341.6	36554.3	38625.4	35596.5	28004.5	32175.6	40496.5	27887.8	33071.6	37961.8	34576.4	30507.8	33448.7	41450.4	37831		
P04350	P04350		TUBB4A		702765	723854	676265	655198	691865	699540	709932	840290	698836	844582	819146	858025	889279	883954	886577	861074	882384	870757	877181	882555	983086	891957	886849	933418		
P04406	P04406		GAPDH		3.9275e+06	4.0745e+06	4.06585e+06	3.98054e+06	4.24453e+06	3.97885e+06	4.2113e+06	4.97356e+06	4.05412e+06	4.92162e+06	5.0119e+06	4.95056e+06	5.05772e+06	4.8064e+06	4.96835e+06	5.06303e+06	4.9776e+06	4.87892e+06	5.11609e+06	4.90618e+06	4.61239e+06	5.12646e+06	5.08223e+06	4.99166e+06		
P04632	P04632		CAPNS1		415821	330815	404519	427174	349564	377073	376048	215128	386994	290276	294516	339087	347474	351902	318421	353923	389530	305776	399157	353365	265762	361945	337684	286518		
P04792	P04792		HSPB1		330137	341586	339815	340223	339580	325745	360654	346541	346757	339262	345203	340280	326280	318766	314513	328534	325828	325191	336753	332301	327407	335631	323753	323189		
P04843	P04843		RPN1		140046	158943	145537	130234	145878	146638	142755	162729	142532	165611	161423	158332	151551	148226	142488	138258	144903	148325	143334	140955	156646	149404	160641	152978		
P05023	P05023		ATP1A1		383191	377475	379330	367599	382272	414163	360455	380756	404155	380674	381297	391000	409555	418709	411887	407729	448842	432519	417661	414824	391183	404976	385305	376197		
P05062	P05062		ALDOB		1.75299e+06												1.33105e+06													
P05109	P05109		S100A8		290648	229758	261122	235183	153724	179773	213101	36800.2	239620	42942.9	54587.5	76570.3	134097	81119.8	169245	163873	53824.3	129770	141966	103552	70899.4	93593.6	108531	76548.9		
P05114	P05114		HMGN1		71949.7	64721.8	67623	67707.4	75387.1	72118.3	72451.3	113445	67310.8	106747	135478	104438	71843.8	73837.6	74536.8	73321.2	77233.1	74468	69858.7	69311	107650	103758	110443	109241		
P05141	P05141		SLC25A5		999910	985062	969658	996194	944411	942528	1.00529e+06	1.03948e+06	1.03669e+06	1.03341e+06	1.03028e+06	1.0513e+06	1.04672e+06	1.05389e+06	1.04155e+06	1.04411e+06	1.05095e+06	1.03271e+06	1.04893e+06	1.00541e+06	939304	935050	928421	922167		
P05198	P05198		EIF2S1		231753	230718	234325	230240	218847	218485	230501	223341	228793	220647	220771	219215	239254	237380	230116	231640	238999	242531	230306	239939	234739	231079	238615	237478		
P05204	P05204		HMGN2		100841	114345	111247	99677.7	111033	108283	115273	159567	122385	128433	119233	148294	105015	112292	113221	110878	118799	112295	112751	119994	125288	119585	104158	109868		
P05387	P05387		RPLP2		586053	636216	612667	606987	660856	644820	586387	718234	585599	763140	749818	711714	769075	673797	717778	678681	726871	707380	701580	685848	748182	723680	702159	722850		
P05388	P05388		RPLP0		492377	520293	494358	502218	547348	503449	483848	529595	461710	530923	526651	509148	585654	550231	564709	551223	546519	556706	533600	561971	536503	487073	488644	520820		
P05455	P05455		SSB		72446.9	65253.1	79194.6	81356.1	70715.3	71717.3	71344	60663	78047.5	63706	73398	71040.6	63368	64172.2	59419.6	65338	65489.3	56873.3	69880.1	57636.6	56266.1	72111.5	74282.2	65510.8		
P05543	P05543		SERPINA7		19665.8	19148.9	18728	20516.8	22210.5	22922.9	22688.4	16383.5	20247.2	15408.6	18403.7	16702.9	13612.4	11760.6	12346.6	14944.4	12889.8	11858.2	15172.3	12741.2	13974.9	14946.5	16214.8	12432.4		
P05556	P05556		ITGB1		124255	118792	129328	126197	116452	120386	112485	102862	119260	111448	101980	107752	115472	112867	116139	119368	115500	114769	120267	115077	102007	109528	109595	103826		
P05783	P05783		KRT18		1.66531e+06	1.6624e+06	1.66662e+06	1.59615e+06	1.68274e+06	1.6795e+06	1.66376e+06	1.80405e+06	1.70637e+06	1.82676e+06	1.84032e+06	1.82825e+06	1.8426e+06	1.81277e+06	1.81404e+06	1.8261e+06	1.76767e+06	1.85579e+06	1.83423e+06	1.82068e+06	1.87704e+06	1.8445e+06	1.82092e+06	1.8581e+06		
P05787	P05787		KRT8		3.69143e+06	3.57904e+06	3.69124e+06	3.55117e+06	3.58775e+06	3.62868e+06	3.70941e+06	3.62264e+06	3.63952e+06	3.75433e+06	3.68936e+06	3.76556e+06	3.56151e+06	3.56763e+06	3.59574e+06	3.56278e+06	3.66937e+06	3.58057e+06	3.63506e+06	3.60354e+06	3.77653e+06	3.73594e+06	3.82053e+06	3.76007e+06		
P05976	P05976		MYL1		82652.2	86218	73011.7	86612.7	40147.7	81746.9	64360.1	100437	86318.7	99369.4	79915.8	73604.3	83503.9	82682.8	78905.8	78635.2	104223	112716	81351.7	80301.3	81208.3	75914.1	61070.7	76299		
P06396	P06396		GSN		166256	166424	165448	154499	153693	147882	160659	132878	156910	144383	140686	138663	149180	145862	147806	152136	143474	148960	149441	148037	153565	147138	148261	155842		
P06454	P06454		PTMA		1.17123e+06	1.20759e+06	1.1479e+06	1.1115e+06	1.22898e+06	1.23902e+06	1.1311e+06	1.40333e+06	1.18223e+06	1.38871e+06	1.39869e+06	1.32613e+06	1.0462e+06	1.03769e+06	1.03695e+06	1.05608e+06	1.07465e+06	1.02679e+06	1.03485e+06	1.02358e+06	1.70514e+06	1.25875e+06	1.18206e+06	1.2741e+06		
P06493	P06493		CDK1		43518.8	36810.2	44441.3	49037.9	41403.8	53019.3	45593.5	52136.3	46464.7	54348	60203.7	48607.9	45854.6	51420.4	54221.9	48463.8	51309.6	44536	50296.2	45952.4	53702.8	47388.5	50638.6	48078.3		
P06576	P06576		ATP5F1B		673655	683087	677462	680585	653417	634327	673982	754627	618313	732974	719278	732508	741845	706840	733100	708393	719157	730579	718826	758694	702766	676577	678084	712859		
P06702	P06702		S100A9		436051	481725	481473	473552	410120	433382	423511	214556	465972	236141	242937	264001	400890	194461	372684	331149	145751	269222	316476	223090	313049	333758	357178	321474		
P06703	P06703		S100A6		4.44163e+06	4.27936e+06	4.59473e+06	4.56998e+06	4.13829e+06	4.48486e+06	4.20966e+06	4.03588e+06	4.28824e+06	4.02937e+06	3.99058e+06	3.87019e+06	4.2083e+06	4.25875e+06	4.28676e+06	4.19172e+06	4.28575e+06	4.19243e+06	4.19976e+06	4.14101e+06	4.59764e+06	4.44839e+06	4.39392e+06	4.44739e+06		
P06733	P06733		ENO1		2.57426e+06	2.50695e+06	2.42978e+06	2.38426e+06	2.26924e+06	2.29589e+06	2.24851e+06	2.50486e+06	2.19768e+06	2.50496e+06	2.48555e+06	2.34605e+06	2.49832e+06	2.40484e+06	2.46261e+06	2.35173e+06	2.38601e+06	2.45791e+06	2.2702e+06	2.49575e+06	2.61907e+06	2.63019e+06	2.47077e+06	2.73446e+06		
P06744	P06744		GPI		286933	297768	273832	285049	280807	279989	292630	347697	277976	351417	350751	340047	358451	363144	346350	351192	349355	354042	342141	360324	335486	322843	315489	329650		
P06748	P06748		NPM1		1.56044e+06	1.53896e+06	1.47871e+06	1.45666e+06	1.53053e+06	1.50714e+06	1.40607e+06	1.64414e+06	1.4347e+06	1.58545e+06	1.60208e+06	1.57704e+06	1.41388e+06	1.40036e+06	1.40063e+06	1.35412e+06	1.39511e+06	1.43419e+06	1.39731e+06	1.42658e+06	1.71085e+06	1.80302e+06	1.70204e+06	1.77727e+06		
P06753	P06753		TPM3		200077	214871	195454	196088	202095	208596	230047	196557	212452	193658	196904	190908	197796	192592	181951	180241	183510	192621	177481	194006	190339	191365	192844	194077		
P06899	P06899		H2BC11		209134	200791	217038	185205	232299	241762	204668	220585	216572	219584	208533	224325	199317	192921	179741	184609	199843	194490	194869	196614	246605	213260	217622	230615		
P07195	P07195		LDHB		1.06662e+06	1.09749e+06	1.06366e+06	1.0425e+06	1.0899e+06	1.07502e+06	1.10951e+06	910557	1.10816e+06	907018	955275	924569	910467	844966	854359	879677	874431	854233	884324	865740	933859	917836	996199	931416		
P07203	P07203		GPX1		64774.5	62973	63609	59901	64008	62965.2	63375.7	67675.4	61213.5	66817.2	68465.5	65233.3	60267.6	63173.2	64184.2	63433.3	64496.2	64685.9	62384.8	58681.8	64196.3	64791.2	65204.6	63247.4		
P07237	P07237		P4HB		193045	189774	187323	188072	196789	193704	195022	223008	190095	239965	245892	221500	217346	212376	216248	210295	211938	217448	216819	213636	217486	210040	213228	217406		
P07305	P07305		H1-0		207972	167744	207087	246289	187245	185395	212481	113376	369820	88769.6	98993.2	98876.4	104561	134326	134026	139193	130248	142569	134061	130833	113691	85283.4	94430.7	94146.4		
P07339	P07339		CTSD		96885.7	105148	95436.5	101948	111535	110215	108308	61705.6	113711	63670.3	94461	101507									68113.7	74637.8	87807.1	79376.8		
P07355	P07355		ANXA2		1.03449e+06	1.05489e+06	1.02817e+06	1.02695e+06	1.0625e+06	1.04648e+06	1.00906e+06	1.20245e+06	1.02984e+06	1.18343e+06	1.22099e+06	1.18576e+06	1.14839e+06	1.12187e+06	1.15654e+06	1.1298e+06	1.16275e+06	1.13554e+06	1.14921e+06	1.14572e+06	1.1899e+06	1.12289e+06	1.09791e+06	1.14239e+06		
